rating,title,text,asin,parent_asin,helpful_vote,verified_purchase
5.0,A must have!,Not greasy or filmy!<br />Love the look and feel of this lightweight moisturizer! Don’t use too much!<br />Skin feels amazing every morning when I wake up!,B07DSQ3NWM,B07DSQ3NWM,0,True
5.0,Wow! Amazing!,"I have been using this mascara for about 2 months now and I am in awe at the difference in my lashes. And I’ve used it all! I’ve tried so many types of mascara even went thru falsies, extensions. And I love this product. It lengthens, plumps, and makes my lashes LOOK healthier. I highly recommend!",B0792Q3T59,B0792Q3T59,0,True
5.0,Obsessed and soooo moisturizing!,"These along with their other scents (I love the blue ones too) are a must. I’m a face mask and product collector, I have so many masks but these are my top sheet masks for sure!!",B01NCWHH2W,B01NCWHH2W,0,True
5.0,Amazing,Best stuff ever. My skin was so soft afterwards,B07NGCSZYY,B07NGCSZYY,0,False
3.0,Try them at your own risk,I'm having a hard time but maybe it's me😏,B07SSLTKHX,B07SSLTKHX,0,True
5.0,Makeup brushes,Great for the price,B07G19ZXWB,B07G19ZXWB,0,True
5.0,Easy to use!,Great price and product!,B083SCVG16,B083SCVG16,0,True
5.0,Worth buying! Love them.,"Easy to use, long lasting. Love them.",B07V6F1TK2,B07V6F1TK2,0,True
5.0,Good Product,Good Product,B01HTO9T2Y,B01HTO9T2Y,0,True
5.0,Fragrant Bouquet,Excellent Product. Pleasing Bouquet That Lingers Well. Softens My Skin. Love This Product & Brand.,B014C578R6,B0722YW9DZ,1,True
5.0,Five Stars,Doesn't burn the eyes,B01MXLP1T1,B01MXLP1T1,1,True
2.0,Not as good as before,OK at best.  The teeth bend and break in my pocket.  That never happened with previous Ace combs.  They're making them cheaper.,B01G5TZ6BM,B01G5TZ6BM,1,True
3.0,Shoulder Length Hair - doesn't work well,"I purchased this for my shoulder length hair. It's very difficult to use, would be best used on longer hair. It's a bit hard to wind the hair around this iron when it's my length.",B0092MCQZ4,B01M1OFZOG,0,True
3.0,Three Stars,Not what I expected in a scrub.,B075JN5NX2,B075JN5NX2,0,True
5.0,Five Stars,Great quality,B06Y5XQ6SJ,B06Y5XQ6SJ,0,True
5.0,Nice,Not as shiny as I was hoping but overalls I still love it!,B0785QM77V,B0785QM77V,0,True
3.0,Three Stars,Cute little earings,B00P0BLZFI,B00P0BLZFI,0,True
5.0,Many many many,Love the colors and the fact it’s many of them!,B08229K7VC,B08229K7VC,0,True
1.0,My hair is falling out!  DON’T get it!,Don’t get it!  My hair is falling out!  PLEASE google and research these products!  My hair has been falling out from the roots for 4 weeks now!  I’ve lost about a third of my hair so far and it’s still falling out!!!,B09WSVFSGJ,B09WSVFSGJ,8,True
4.0,Gift to a young Family member. They real like the item.,Gift to a young Family member. They real like the item.,B0719KWG8H,B09X9BG4FC,0,False
4.0,"Nice not thick, absorbs.","I’m using this XXI vitamin C cream with the firming cream.<br />My face feels smoother, and not breaking out using both of them.<br />This cream is not real  thick, and absorbs well.<br />I use a little light make up and it goes on smooth over this, then use blush.<br /><br />I like this, but not noticing a major difference.<br />I’m a older women.",B096YFBWGX,B096YFBWGX,0,False
4.0,"Nice scent, left my hair soft.","The TRESemme’ Shampoo and Conditioner has a very nice scent to it.<br />Before using the shampoo shake the bottle..The shampoo is more like a gel, but did lather up.<br />The Conditioner left my hair shinny, and smooth..",B07FM69672,B07FM69672,0,False
3.0,Too soft,Not good for getting out tangles,B00QZEBH5W,B00QZEBH5W,2,True
3.0,Bottom slides around,It is a nice grip for my clippers but the bottom slides around so what's the big idea!,B00A0RUGPM,B00A0RUGPM,0,True
5.0,A Great Product,"I bought one and after trying it, I bought three more so I would always have one handy.",B078WYZK74,B078WYZK74,0,False
5.0,Amazing item.,"Very well made,good quality and very good color.",B073SBNLJJ,B073SBNLJJ,3,True
5.0,Big Bottle of Acetone-Based Nail Polish Remover,"Like other nail polish removers, this MOUNTAIN FALLS REGULAR NAIL POLISH REMOVER (for Natural Nails with Vitamin E and Panthenol, 16 Fluid Ounce) is mostly acetone.  It smells like all the other nail polish removers that I’ve tried, and works like them, too.<br /><br />I use nail polish remover to take gummy stuff off my hands and other things.  If you use it this way, it’s important to remember that it can damage synthetic fabrics, wood finishes, and plastic.  Also, when using or storing it, remember that it’s highly flammable, and should NOT be used or stored near fire, flames, or heat.  (See my photo of the bottle label, with all the warnings.)<br /><br />The big 16-oz. bottle is equivalent to two of the regular-size bottles (e.g., [[ASIN:B004X8IFEI Sally Hansen Nail Polish Remover]]) that you find at local grocery and drug stores.",B07S8F3LRC,B07S8F3LRC,1,False
5.0,"Electric Toothbrush, Electric Flosser Are Real Deal","This PHILIPS SONICARE ESSENCE+ TOOTHBRUSH & AIRFLOSS ELECTRIC FLOSSER (Value Bundle) is the real deal.  The sonic toothbrush gets your teeth cleaner than a manual toothbrush, because of the vibrating brush head and the 2-minute timer that tells you when you’ve brushed long enough.  A nice feature is that the color on the brush head bristles fades to let you know that the brush head is worn out and needs replacing.<br /><br />The electric flosser works really well--maybe not quite as well as string floss, but it’s definitely better than poking into gaps between teeth with a toothpick on a handle.  The flosser is good for cleaning under my bridge, which needs to be kept really clean to prevent gum irritation and swelling.",B01M7UMAUG,B01M7UMAUG,0,False
5.0,Fantastic!,These are GREAT! Individually packaged in the box. Don't absorb product. Easy product application. Love them!,B08393CSHT,B08393CSHT,3,True
2.0,Still have stretch marks,Have yet to notice any change have been using this product for awhile now,B07FQG965K,B07FQG965K,0,True
2.0,"Lotion-zip, too heavily scented, lip balm excellent!",I received this gift set for Christmas. My husband ordered it from Amazon. The lip balm gets 5 stars! It’s my favorite. The lotion is such a strong offensive scent that I cannot wear it. I haven’t tried the little bottle yet since the lotion is so heavily scented.,B0778WCBMF,B0778WCBMF,0,False
3.0,Typical exfolient,"Whats all the hype about? Its no different than any other exfoliator i've tried.  The reviews sold me the product... Nice job<br />It's worth it, I though, experienced no Magic",B007IAE5WY,B085BB7B1M,1,True
3.0,Minimize viral risk,Gift for vulnerable family members.<br />Gift was well received and appreciated.<br />Hopefully these will be used to minimize my loved ones risk of catching COVID19,B08HH3CH34,B08HH3CH34,0,False
5.0,Very Good Replacement Value,Work and fit like the originals at MUCH less cost. I'm sold!,B00J2R8BP8,B00J2R8BP8,0,True
5.0,Fantastic!,I bought this for a great nice for a gift and she loved it. Smell fantastic as well as moisturizing? Great price!,B01JIVO8GS,B01JIVO8GS,0,True
3.0,Product to thick,"The product was okay a little to thick to try and wear made my eyes feel uncomfortable a bit to heavy for my liking, l like them thick yet light and easy to apply these were a little difficult staying glued",B07MW1TBSN,B07MW1TBSN,0,True
3.0,I left a negative review earlier,I promised to retract the negative review once I received the product.  Thank you,B07KZQDM8Y,B07KZQDM8Y,0,True
3.0,This fragrance is neither offensive nor enticing; it is very subtle & lasts a few hours,I wish I loved this. This is a nicely packaged perfume in an attractive bottle with a gold-colored tassel hanging from the side. The scent is neither offensive nor enticing. I can't even describe what it smells like. It is so very subtle but it lasts a few hours.<br /><br />The current price of $44.99 ($49.99 minus $5) is competitively priced for perfume like this but it is not one I would order again as I have to really love it to pay that much.,B0B8F6MWFJ,B0B8F6MWFJ,1,False
4.0,Typical thin and slinky silk scrunchies,"There are six silk scrunchies in this package in different basic colors. They are thin and slinky and are typical of what I expect of silk holders.<br /><br />These hold my hair well but as is expected of silk, can easily slide out. These are best on long hair because the potential to slide off is not as great. I personally prefer velvet scrunchies to these silk ones because they are ""beefier"" looking. However, for those who want the elegance of silk, then this delivers.<br /><br />The current price of $20.79 ($25.99 minus 20%) comes to $3.47 per band which is competitively priced for 100% Mulberry silk items like these.",B09ZKWV5MK,B09ZKWV5MK,1,False
3.0,The cream is blue but goes on clear; it is very hydrating; looks like ½ a jar,"The photo on Amazon must be wrong. This cream is blue and not white. I hate colored creams. However, this goes on clear and was so super hydrating to my face, that I did not mark it down for the color. Note that the box it came in was all smashed and it was almost double the size of the jar. They could have fit almost two jars of this in the box. In addition, the cream in the jar looks half full.<br /><br />I love the results but not the packaging or the color or the jar being half full.<br /><br />The current price of $15.99 for 1.69 fluid ounces is competitive. NOTE THE SIZING (.05 fluid ounces) SPECIFIED ON AMAZON is wrong too.",B08HVRP54L,B08HVRP54L,1,False
4.0,"Thick, fragrance-free diaper cream; absorbs in about 30 seconds","The flip top cap has a tab on it that has to be pulled before dispensing this. The cream is very thick and reminds me of Elmer's glue. It is scentless and takes about 30 seconds to absorb. After that the skin is fully hydrated and protected. For the current price of $11.99, this is decent diaper rash cream.",B08WPXVK2P,B08WPXVK2P,1,False
3.0,Good detangling comb for the right pet; handle could be thicker; my cats hate this - 2.5 stars,"I love the tines on this long and short detangling comb.The only thing I do not like is the thin handle. I would have preferred a thick silicone handle so that I could get a better grip. The tines are strong and the spacing allows it to work very well BUT there are issues. <br /><br />I have three long-haired cats and unfortunately, my cats do no like this as it really pulls at their hair. Therefore, I have mixed feelings about this comb. On one hand, it detangles and gets out a lot of hair but on the other, my cats want to bite me when using it. I love how it works but not their response.",B09QHM6FKK,B0B5X48DZR,1,False
3.0,Light-weight cream that is a bit tacky to start; slightly moisturizing once absorbed; scentless,"This comes in a one gallon jug. There are two negatives to me. First, the biggest negative is that it takes work to dispense the lotion. Second, this lightweight lotion goes on tacky and takes a few minutes to absorb. Once absorbed, however, it is lightly moisturizing and it leaves my skin soft.<br /><br />This is vegan per the bottle and the lotion is scentless. My favorite lotion is [[ASIN:B09HYPWMKG Ginger Lily Farms Pure Morocco Argan Oil Butter Lotion]]. That is perfect for a massage as well. It has a fragrance and is cruelty-free but not vegan.<br /><br />This is decent but the initial tackiness I dislike. The current price of $54.99 for 128 ounces comes to $.43 per ounce, which is almost double the price of the lotion I love.",B08N5NDVGH,B08N5NDVGH,1,False
2.0,Not totally easy clean brush & tines do not pull through all the way,"I used this on my three long-haired cats and it picked up some hair. Since the surface area of the brush is small, there is not much hair that is picked up compared to other brushes. Also, I tried several of these types of brushes and this one is not as easy to clean as the others. The way this is supposed to work is to retract the bristles with the button and the hair that remains on top can be slid off. Since the tines do not retract fully on the top part of the brush, the hair does not slide off easily. Instead, I have to pick it off.<br /><br />Note that this is for long-haired pets only; I would not use this with a pet with short hair. I have three long-haired cats and even though this works some, I am not impressed for the two reasons I mentioned above. My favorite brush like this is [[ASIN:B09RH8FMMS this one]].<br /><br />The current price of $20.99 is outrageous for this as it is about $10 to $12 more than others of better or similar quality.",B09P144WHW,B09P144WHW,1,False
3.0,Great medium-density blenders; flat angle is perfect for smooth applications; bad pricing on pkg,"This is a nice set of five individually wrapped pink-colored blending sponges all with an angled side. I love the sponges as they are of medium-density.<br /><br />The flat / angled side is great for smooth applications. They feel good in my hands, blend well, and feel soft against my skin. Since these are of medium density, they do not soak up as much foundation as others that are more airy. I also love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />These blenders make a great gift for the make-up obsessed. These would have been perfect as gifts for the Easter Basket or as a stocking stuffer because each comes in their own package EXCEPT for the negative issue I mention below.<br /><br />There is one big negative, however. Each package is marked with a price of $1.55 each. Unfortunately, at the current price of $9.95, it comes to $1.99 per sponge which is $.44 cents more than the price marked. Therefore, I cannot recommend these if they are being used for resale or as stocking stuffers or Easter basket gifts because the price is actually more than it says on the package.",B09QT8SLJB,B09QT8SLJB,2,False
4.0,Beautiful compact mirror w/high-gloss shine; nice tray; okay case all w/an inspirational verse,"This is a nice set. It contains a beautiful compact mirror with regular and close-up mirrors on the inside. Both mirrors are small but functional. It is fashioned like a pocket watch. The clasp is solid and the finish is high-gloss like the interior mirror itself.<br /><br />The saying (see below) on the outside of both sides of the mirror is inspirational. It says ""Beautiful girl you can do amazing things.""<br /><br />There is also a small dish for jewelry and a very cheap make-up case all with the same inspirational verse.<br /><br />In summary, this is a nice gift set. The current price of $20.89 ($21.99 minus 5%) is competitive.",B092M5K59T,B092M5K59T,1,False
5.0,These bandages have many uses; sticks to itself and not to skin or fur; not only tattoo grip tape,"These bandages have many uses. There are 16 black rolls that are individually wrapped and each roll is 5 yards apiece and 2 inches tall. These self-adhere as the bandage is wrapped around a hand, leg, arm, etc. These stick well. The stretch allows this to be used like kinesiology tape with the exception that one cannot shower with this successfully and each wrap is for one-time use.<br /><br />The entire roll does not have to be used at once as it depends on the amount needed. When used where joints open and close, such as a knee or elbow, the wrap may bunch up in the crease as expected. However, this is perfect to use as a lightweight version of a carpal tunnel brace by wrapping it around a bad wrist, hand, and thumb. It does not stick to my skin nor to a pet's fur, which is wonderful.<br /><br />This is versatile enough to wrap around the handle of a tennis racquet to get a good grip or an umbrella or cane handle. There are just so many useful possibilities besides medical reasons.<br /><br />In summary, because the wraps are two inches wide and are not designed to stick to the skin, it does have a tendency to bunch up if wrapped around a knee or elbow, so it is not perfect for everything. I feel these are great bandages to have in one's medicine cabinet. At the current price of $15.19 ($15.99 minus 5%) it comes to $.95 cents per roll which is on the high side of competitively priced. These are self-adhesive bandages rebranded as tattoo grip tape.",B099NFX3GJ,B09XX4VR4Y,2,False
5.0,I love these dense blenders & their flat angle which is perfect for smooth applications,"This is a nice set of 10 colored blending sponges all with an angled side. I love the sponges as they are dense.<br /><br />The flat / angled side is great for smooth applications. They feel good in my hands, blend well, and feel soft against my skin. Since these are dense, they do not soak up as much foundation as others that are more airy.<br /><br />These blenders make a great gift for the make-up obsessed. These are also perfect as gifts for the Easter Basket or as a stocking stuffer. I love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />At the current price of $8.49 ($9.99 minus 15%) these are a reasonable $.85 per sponge.",B09C1S6LSV,B09C1S6LSV,3,False
4.0,Love the angles on this blender sponge; since it is dense liquid foundation does not absorb easily,"This is a lovely blender sponge. I love that this is dense because it does not absorb liquid foundation as some other less dense sponges I tried previously<br /><br />What attracted me to this the most are the angles.The two flat sides are great for smooth applications. The tip is great for more precision, such as around the eye. The round ends are good for blending or any large make-up application.<br /><br />This feels good to hold, blends well, and feels soft against my skin.  Also, the sponge does not smell.<br /><br />In summary, this blender makes a great gift for the make-up obsessed. The only reason I rated this 4 stars instead of 5 is because of the price. The current price of $7.50 is on the pricey side. I tried other blenders of this quality that sell for less than half this price when purchased in a pack of three or more. For instance this [[ASIN:B08QCJ3DF7 set]] currently sells for $2.50 per sponge as there are 4 sponges for $9.99. Even though all the angles are not in one sponge, the functionality is still there and they are dense, which I like.",B097YYB2GV,B097YYB2GV,1,False
3.0,Cute MOM gift but not as fragrant or impressive as I expected,"[[VIDEOID:f77804a8088c40dfbef6fdcfacf8b15a]] There are three individually wrapped bath bombs in this set along with one bar of hand soap and a package of dried rose petals. In total there are five items. The bath bombs spell MOM with the heart substituting for the letter O.<br /><br />The outside packaging looks giftable but the inside is just an ordinary uninspiring throw-away box. The fragrance of the bombs and soap is hardly noticeable. It has a whisper of rose aroma and I detect no lavender at all. I did try the letter M bomb in a hand bath and it dissolved in 5 minutes in lukewarm water and a nice foam of suds lasted about 10 minutes. The results initially felt moisturizing because my hands felt a little oily after the hand bath; however, eventually I needed to moisturize my hands with lotion.<br /><br />With regard to the dried petals, one has to like something like that in their bath because it requires straining the water so that they don't go down the drain. For me, I would never use petals in a bath, so keep the recipient in mind when ordering this.<br /><br />The bar of soap is the only item that would be used by most people.<br /><br />One thing I love is that the color of the dissolved bomb did not adhere to my skin, my hand bath, or my towel. That is not always the case with bath bombs today.<br /><br />The current price of $9.74 ($12.99 minus 25%) comes to $1.95 per item which is reasonable.",B095CG2ZV1,B095CG2ZV1,1,False
3.0,"Gorgeous, heavy, and also fragile but must be for those w/thick long hair","This is a work of art. It is absolutely gorgeous. It is also a bit heavy and it is fragile. The white flowers appear like they are made of clay. The design is lovely. However, I have short to medium-length fine curly hair and no matter what I do I cannot get this to stay. It immediately wants to fall out. I feel this is best applied by someone who is a stylist and perhaps can affix this with some pins. It is also probably best for someone who has thick long hair than someone with fine hair like me.<br /><br />I love this but am disappointed it does not work for me. Also, this can be used for any elegant occasion and not just by a bride. <br /><br />The current price of $19.99 is competitively priced for this. Note that I ordered the style called ""Silver 1."" However, what is pictured is a lot longer than what I received. Mine is more tightly compacted and half the size and there were no wires I could stretch out. I actually prefer the shorter version but the product shown really should be the one sent even though this is handmade. Therefore, my recommendation is to return the comb if you are not satisfied and if it is not close to the one pictured.",B096XDXNY5,B096XDXNY5,0,False
4.0,Packaging is heart shaped; love the colors & sponge texture; metal holder is great,"This is a lovely set of two sponges but they are not heart shaped. What is heart shaped is the plastic holding the two sponges together with the flat side joining into what almost looks like a heart. Nevertheless, I still love them. The set comes with a great metal sponge holder. The sponges are dense. As a result, make-up does not soak in as easily.<br /><br />Both blenders have a flat side which is great for smooth applications. These feel good in the hands, blend reasonably well, and feel soft against my skin. These blenders make a great gift for the make-up obsessed. I love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />The sponges themselves are similar in style to all of the others that I tried before this with the exception that the sponges are on the dense side instead of airy. To me what set of sponges to buy all comes down to the price and the angles one wants on the sponges as well as whether it is for gifting or not. The colors are important too - at least to me. These colors also make it perfect for the Easter Basket.<br /><br />At the current price of $7.99 this comes to a pricey $2.66 per piece if I count the holder. Most other blenders sell for between $1.25 and $1.75 per piece in a set like this but without the heart-shaped packaging.",B0841S3FRB,B0841S3FRB,1,False
5.0,Love the colors in this sponge set; sponge texture is dense; metal holder is great,"This is a lovely set of three sponges in Easter colors of green, pink, and lilac. It also comes with a great metal sponge holder. The sponges are dense unlike most sponges like this on the market. As a result, make-up does not soak in as easily.<br /><br />The one lilac sponge with a flat side is great for smooth applications. The typical egg-shaped (pink) and the hour-glass (green) sponges are good for blending or any large make-up application. The hour-glass one is easy to hold in the center.<br /><br />These feel good in the hands, blend reasonably well, and feel soft against my skin. These blenders make a great gift for the make-up obsessed. I love that the sponges do not smell. I tried other colored sponges and they smell like pencil shavings or other chemicals and these do not.<br /><br />The sponges themselves are similar in style to all of the others that I tried before this with the exception that the sponges are on the dense side instead of airy. To me what set of sponges to buy all comes down to the price and the angles one wants on the sponges as well as whether it is for gifting or not. The colors are important too - at least to me. These colors also make it perfect for the Easter Basket.<br /><br />At the current price of $6.99 it is a reasonable $1.75 per piece if I count the holder.",B083GCHL8R,B083GCHL8R,1,False
2.0,Pretty headband but it is too slinky to stay put in my hair,I thought I would love this headband. It is gorgeous and feels great but the material it is made of is so slippery that it keeps sliding off my hair. It is only for this reason I rated this 2 stars as it is not for me.,B092M1WFTR,B092M1WFTR,1,False
3.0,Love the blender sponges but I am not crazy about the brush,"There is one recessed foundation brush in this set along with three blender sponges.<br /><br />The brush is not high quality. I love the unique container as the brush comes out of the tube the same way lipstick does. However, the container is thin and the bristles are only marginally soft and definitely feel synthetic and are shiny. However, there is no shedding. A brush like this is good for travel where it will be used sparingly.<br /><br />The star of this set are the three blender sponges. There are two sponges with a flat side which is great for smooth applications. The other sponge is a typical egg-shaped sponge that is good for blending or any large make-up application. These blenders feel good in the hands, blend well, and feel soft against my skin. They do have a slight smell to them but it is not offensive.<br /><br />The current price of $10.99 for 4 pieces comes to a pricey $2.75 per item. I love the sponges and to me they are five stars; however the brush is 2 stars to me. This brush only makes sense for travel or someone who wants a brush that remains covered and will not soil their other make-up applicators or bag. Note that the packaging is more than double the size of the products within. I can fit three sets of these in the box it came in.",B092D43C8Q,B092D43C8Q,1,False
4.0,Fragrance is subtle but lovely and floral; just enough to freshen up an area or relax to,"This is a nice room freshener. The fragrance is subtle but lovely and floral. Some fragrances give me a headache if they are too strong but this one does not. I love spraying this in my bedroom. It is also a great fragrance to relax with before falling asleep--no dangerous scented candle needed. It does not help promote sleep for me but it is soothing to my senses. The aroma does not last long--about 15 minutes. I happen to like fragrance, so I do like this linen spray.",B08T7GPT1D,B08T7GPT1D,1,False
4.0,Very functional basic brush set; wish handles were longer; love the bristle color,"There are 9  soft non-shedding make-up brushes in this set. This is a gorgeous set that contains a brush for most uses. There is no fan, eyebrow, or lip brush, however.<br /><br />Each brush comes individually packaged. In fact it is over packaged. The bristles are velvety soft and they do not fall out, which is great. Their soft bristles feel good against my skin and work like many other brushes I tried previously. I particularly LOVE the large blush/foundation brush. I do wish the handles were a tad longer. Nevertheless, the current price of $8.99 is an super reasonable for this set as it comes to $1 per brush.<br /><br />This is a perfect set for the young teenager starting out on her make-up journey.",B0919R1CYT,B0919R1CYT,1,False
3.0,PU case really smells; brushes are okay; two brush heads frayed,"There are 14 brushes in this set. There are brushes for foundation, blush, eyeshadow, eye blending (fan brush), etc. In fact, there are more brushes than I needed. <br /><br />The one unique brush in this set (see photo) is the one that looks like a paint brush. This is perfect for cheek highlighting.<br /><br />The bristles are relatively soft but not as soft as I expected. They feel pretty good against my skin but not great. Also, the heads have a slight odor. The PU brush case has a tremendous chemical odor and needs to be aired out a while.<br /><br />This is a bargain basement travel set for someone who is starting their make-up journey. The current price of $11.19 comes to $.80 cents per brush. In this case one gets what they pay for; it's a marginal price for a marginal quality set that is functional. ",B08T5RVSD9,B08T5RVSD9,1,False
4.0,Wafer-thin portable soap; dissolves instantly; good lather; fragrance does not come thru on hands,"There are three packages of wafer thin sheets of soap in 80 sheets each pack. The wafers are attached in the center but pull apart easily. There is also a sliding top tin supplied that will hole 80 sheets. Be careful not to get them wet as even a drop of water causes them to dissolve. When I washed my hands with one sheet, it created a nice lather and left my hands clean. I do not feel that it was moisturizing as claimed. Also, even though there are three wonderful fragrances (lavender & aloe, bergamot & ylang ylang, and jasmine & patchouli) that smell great as a whole 80 sheets, that fragrance does not come through on the hands because the soap is too thin to leave any fragrance behind.<br /><br />The current price of $13.95 comes to $.06 cents per sheet. I consider these perfect for when using a public restroom that has water but no soap. It is also great for camping or any place where portability is paramount without carrying a full wet bar of soap in a container.",B09473GGM4,B09473GGM4,1,False
5.0,12 supremely soft non-shedding make-up brushes with cleaner/holder,"There are 12  supremely soft non-shedding make-up brushes in this set with a silicone brush head cleanerbrush that doubles as a mini-brush holder. This is a gorgeous set that contains a brush for most uses. There is no fan, eyebrow, or lip brush, however.<br /><br />This is an attractive brush set in matte black. Unfortunately, the color of the silicone cleaner cannot be chosen. I thought I was going to get purple to match with my purple bathroom and I received a pink one.  <br /><br />The bristles are velvety soft and they do not fall out, which is great. Their soft bristles feel fantastic against my skin and work like many other brushes I tried previously. I particularly LOVE the large blush/foundation brush. The only thing to note is that because the bristles are super soft, these brushes are more suited for powder applications than cream or liquid.<br /><br />The current price of $19.99 is reasonable for this quality set as it comes to $1.67 per brush or $1.54 per item if counting the silicone cleaner.",B08T5LG5FT,B08T5LG5FT,1,False
3.0,Four extra large shower caps with adjustable cinch strap; best for those with lots of hair,"There are four typical no-frills extra large shower caps (red, tan, purple, and black). They fit me but have lots of room to spare. They are waterproof as the water just runs right off the exterior. There is an elasticized strap in the cap that can be adjusted. I adjusted one of them and it looked very lopsided on my head as a result of the adjustment.<br /><br />Unfortunately, these are not my favorite caps. They are too big and the adjustment throws the elastic out of whack. The current price of $11.99 comes to $4 per cap.",B08Z3THTQT,B08Z3THTQT,2,False
4.0,Beautiful clip but has loose applique that causes it to rattle,"This clip is gorgeous. If one looks at it quickly, it can easily be mistaken for a tarantula due to the black claws and sort of fuzzy looking applique.<br /><br />I have short to medium fine curly hair and my hair is long enough in the back to use this clip. It holds on to my hair well and looks great. The only negative is that a couple of the beads are loose on the applique. This not only makes noise (i.e. rattles) but creates a situation where they can accidentally be pulled off if the ""plastic"" thread holding it loosely hooks onto something.<br /><br />The current price of $11.99 is pricey for this but typical for a $1.50 clip that is all dressed up.",B08ZVJP6D3,B08ZVJP6D3,1,False
4.0,Lightweight moisturizer that mildly moisturized my body; good for the summer - 3.5 stars,"There are four individually packaged 2.53 fluid ounce tubes of moisturizer in this set. They are all the same tubes. This moisturizer is lightweight and is mildly hydrating. It absorbs quickly and is a good product to use in the summer. I also like the fresh cucumber-like aroma.  I did, however, expect this to be more hydrating than it is. It is a decent cream but not excellent.<br /><br />The current price of $15.00 comes to a reasonably priced $3.75 per tube.",B08LPGZMQK,B08LPGZMQK,1,False
4.0,12 very pretty double banded headbands that fit well,"The colors and design of these 12 headbands are super attractive. They are all double banded and most have a ""knot"" in the middle that can be worn in the center of the head or at the base of the neck. I personally do not like knots in my headbands but these are versatile enough to position the knot away from the forehead  without losing the good look of the band.<br /><br />The colors are great and there is a design for almost every outfit.<br /><br />Also, the current price of $18.99  comes to a reasonable $1.58 per band. These are definitely pretty and functional and they fit well. There was only one where the material was a hair looser on one side than the other for the top part of the double band. All the others were sewn perfectly.",B0925975B7,B0925975B7,1,False
3.0,Marginal quality headbands; look good on; extras included are garbage - 2.5 stars,"These headbands are made of PU leather with what appears to be a cloth covered plastic base. The headbands look good on and are best on those with a full head of hair since they are so large. The glue of the leather to the material was coming apart on one of mine, so the quality is so, so.<br /><br />However, it also came with two polyester-type cloth headbands, a bow hair tie, and a strip of cloth with avocados on them. None of the cloth bands fit me as they are kid-sized. Also, the material feels scratchy and horrible. The avocado tie is okay and so is the hair tie bow.<br /><br />The curent price of $12.99 ($18.99 minus $6) is too much for this ensemble.",B0932WKCMT,B0932WKCMT,0,False
2.0,Smells wonderful but suds sting my eyes & bar size is a joke and $$$$$$$$$$,"This bar of facial soap smells wonderful, lathers well, and feels great using EXCEPT the suds sting my eyes. Also, the bar size is like those hotel travel bars. At the current price of $8, that is absolutely insane. I would not expect to purchase this for more than $2 a bar and that is even expensive for this tiny size. In addition to the price, the fact that it stings if one accidentally gets suds in their eye is also a negative.",B0929H24R1,B0929H24R1,2,False
4.0,Supposedly has UVA/UVB sun filter but doesn’t list SPF; it’s lightly hydrating,I love the results of this lotion. It is creamy and not too thin or thick and absorbs easily. I applied this to my face and neck and felt lightly hydrated. It does say there is a UVA/UVB sun filter in this but it does not say what SPF it is. The only other negative is that it took me about one minute to get the product to dispense from the pump bottle on initial use only. Also note the box is four times the width of the product. <br /><br />The current price of $38.40 is pricey for this but it's from France and expected.,B08MCDB52J,B08MCDB52J,1,False
4.0,"Excellent for applying creams, mask products,etc. but I wish the arm was stiffer","I have really been getting into silicone spatulas/brush sets for applying face creams, bacitracin on a scar, etc. There are two large wands in this package. They are single-sided and have a flat spatula end for applying creams or gels. The opposite side has a ribbed end that is good for washing my face with soap and water or also for applying mask products. However, if the large soft nubs are used, there is more cleaning involved to wash off the mask product. <br /><br />The only reason I rated this 4 stars is because the wand bends too easily. I would have preferred if the arm was a bit stiffer to make it easier to work with and allow me to apply more pressure.<br /><br />Overall, this set is excellent and about 7 inches long. It is soft on my skin, pliable, and long enough to hold on to. <br /><br />The current price of $9.90 comes to a competitively priced $4.95 per wand.",B08YX4M6T1,B08YX4M6T1,1,False
2.0,Beautiful brush but it stinks like rubber tires; YUCK; price is INSANE,"At the current price of $48, this is insanely expensive. Yes the brush is a beautiful blue, with a fantastic gloss, and looks great, feels nice in my hands, and brushes my fine short to medium curly hair well. However, the brush stinks to high heaven and reminds me of the smell of burning rubber tires. Unfortunately, I cannot use this in this condition because I am extremely sensitive to offensive odors.",B08GFLMGN2,B08GFLMGN2,1,False
